source,listing_uid,source_listing_id,title,price_eur,postcode,city,address,availability,latitude,longitude,first_seen_at,last_seen_at,latest_status,extra_summary,url
la_carte_des_colocs,la_carte_des_colocs::1237143,1237143,Appartement 5 pièces de 84 m²,346,69100,Villeurbanne,Rue de Longchamp,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/villeurbanne/a/4l6cul
la_carte_des_colocs,la_carte_des_colocs::1185036,1185036,Appartement 6 pièces de 83 m²,349,69120,Vaulx-en-Velin,Chemin des Barques,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 1,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/vaulx-en-velin/a/c5r130
immojeune,immojeune::https://www.immojeune.com/colocation/lyon-03-69/chambre-dans-le-place-voltaire_4006612.html,,Chambre dans le place voltaire,350,69003,Lyon area,69003 Lyon 03,Disponible immédiatement,45.757009,4.848902,2026-05-16T23:29:16.483132+00:00,2026-05-25T11:02:00.047473+00:00,unchanged,"Strong student fit | 0 student(s), 1 worker(s) | Poly Prépas Lyon ( à 449 m ) | RISE Lyon - Réseau des instituts supérieurs de l'entreprise ( à 530 m ) | CFA EN 69 Lyon ( à 547 m ) | IESA Lyon ( à 567 m )",https://www.immojeune.com/colocation/lyon-03-69/chambre-dans-le-place-voltaire_4006612.html
immojeune,immojeune::https://www.immojeune.com/colocation/lyon-03-69/chambre-dans-le-place-voltaire_4006608.html,,Chambre dans le place voltaire,350,69003,Lyon area,69003 Lyon 03,Disponible immédiatement,45.757009,4.848902,2026-05-17T08:39:12.664795+00:00,2026-05-25T11:02:00.047473+00:00,unchanged,"Strong student fit | 0 student(s), 1 worker(s) | Poly Prépas Lyon ( à 449 m ) | RISE Lyon - Réseau des instituts supérieurs de l'entreprise ( à 530 m ) | CFA EN 69 Lyon ( à 547 m ) | IESA Lyon ( à 567 m )",https://www.immojeune.com/colocation/lyon-03-69/chambre-dans-le-place-voltaire_4006608.html
la_carte_des_colocs,la_carte_des_colocs::811403,811403,Appartement 1 pièce de 36 m²,350,,Lyon,Lyon,Disponible,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 1,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/0peeaw
la_carte_des_colocs,la_carte_des_colocs::1250670,1250670,Appartement 3 pièces de 70 m²,350,69120,Vaulx-en-Velin,Rue Marius Grosso,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 0,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/vaulx-en-velin/a/uvbjrf
la_carte_des_colocs,la_carte_des_colocs::800257,800257,Appartement 3 pièces de 60 m²,355,,Villeurbanne,Villeurbanne,Disponible le 02/07/2026,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/villeurbanne/a/6491vr
la_carte_des_colocs,la_carte_des_colocs::1196652,1196652,Maison 8 pièces de 112 m²,355,69110,Sainte-Foy-lès-Lyon,Chemin de la Croix Pivort,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Maison | 3,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/sainte-foy-les-lyon/a/6injxk
la_carte_des_colocs,la_carte_des_colocs::1245908,1245908,Appartement 5 pièces de 120 m²,359,69007,Lyon,Grande Rue de la Guillotière,Disponible,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/kie5m2
immojeune,immojeune::https://www.immojeune.com/colocation/lyon-08-69/chambre-dans-le-rue-marius-berliet_4004637.html,,Chambre dans le Rue Marius Berliet,360,69008,Lyon area,69008 Lyon 08,Disponible immédiatement,45.740524,4.863821,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,"Strong student fit | 1 student(s), 1 worker(s) | UCPA formation ( à 348 m ) | Lycée Colbert - Lyon ( à 405 m ) | Lycée la Martiniere Monplaisir - Lyon ( à 522 m ) | Numidia prépa ( à 540 m )",https://www.immojeune.com/colocation/lyon-08-69/chambre-dans-le-rue-marius-berliet_4004637.html
immojeune,immojeune::https://www.immojeune.com/colocation/lyon-03-69/chambre-dans-le-rue-professeur-florence_4004183.html,,Chambre dans le Rue Professeur Florence,360,69003,Lyon area,69003 Lyon 03,Disponible immédiatement,45.745861,4.879749,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,unchanged,"Strong student fit | 3 student(s), no workers listed | SEPR ( à 152 m ) | Lycée professionnel de la SEPR - Lyon ( à 152 m ) | CFA de la SEPR - Lyon ( à 197 m ) | Faculté de Médecine Lyon Est - Université Claude Bernard Lyo ( à 324 m )",https://www.immojeune.com/colocation/lyon-03-69/chambre-dans-le-rue-professeur-florence_4004183.html
immojeune,immojeune::https://www.immojeune.com/colocation/lyon-07-69/chambre-dans-le-rue-de-saint-cloud_4005593.html,,Chambre dans le Rue de Saint Cloud,360,69007,Lyon area,69007 Lyon 07,Disponible immédiatement,45.730589,4.827913,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,unchanged,"Strong student fit | 2 student(s), 1 worker(s) | ISFA ( à 487 m ) | ISARA Lyon ( à 708 m ) | ILEP Lille ( à 779 m ) | Espace Forma Lyon ( à 905 m )",https://www.immojeune.com/colocation/lyon-07-69/chambre-dans-le-rue-de-saint-cloud_4005593.html
la_carte_des_colocs,la_carte_des_colocs::1138316,1138316,Appartement 4 pièces de 63 m²,360,69009,Lyon,Montée de l'Observance,Disponible le 29/05/2026,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,rental | Appartement | 2,https://www.lacartedescolocs.fr/locations/fr/auvergne-rhone-alpes/lyon/a/ihf8hg
la_carte_des_colocs,la_carte_des_colocs::1232642,1232642,Appartement 5 pièces de 100 m²,360,69100,Villeurbanne,Rue Alexandre Boutin,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,sublet | Appartement | 3,https://www.lacartedescolocs.fr/sous-locations/fr/auvergne-rhone-alpes/villeurbanne/a/t4oe2u
la_carte_des_colocs,la_carte_des_colocs::801442,801442,Appartement 4 pièces de 78 m²,363,69007,Lyon,Rue D’Anvers,Disponible,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/h526pl
immojeune,immojeune::https://www.immojeune.com/colocation/lyon-07-69/chambre-dans-le-boulevard-des-tchecoslovaques_4004592.html,,Chambre dans le Boulevard des Tchécoslovaques,365,69007,Lyon area,69007 Lyon 07,Disponible à partir du 30/05/2026,45.745464,4.858033,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,unchanged,"Strong student fit | 1 student(s), no workers listed | ISCOM Lyon ( à 31 m ) | IAE Lyon ( à 33 m ) | Carrel ( à 95 m ) | Ecole Lyon Carrel ( à 105 m )",https://www.immojeune.com/colocation/lyon-07-69/chambre-dans-le-boulevard-des-tchecoslovaques_4004592.html
immojeune,immojeune::https://www.immojeune.com/colocation/lyon-08-69/chambre-dans-le-rue-bataille_4006765.html,,Chambre dans le Rue Bataille,365,69008,Lyon area,69008 Lyon 08,Disponible à partir du 30/05/2026,45.737103,4.876547,2026-05-16T23:27:23.718587+00:00,2026-05-25T11:02:00.047473+00:00,unchanged,"Strong student fit | 2 student(s), no workers listed | Ecole La Mache - Lyon ( à 235 m ) | Lycée la Mache - Lyon ( à 264 m ) | SUPINFO Lyon ( à 313 m ) | MédiPlus Lyon ( à 324 m )",https://www.immojeune.com/colocation/lyon-08-69/chambre-dans-le-rue-bataille_4006765.html
immojeune,immojeune::https://www.immojeune.com/colocation/lyon-03-69/chambre-dans-le-rue-paul-bert_4004559.html,,Chambre dans le rue Paul Bert,365,69003,Lyon area,69003 Lyon 03,Disponible immédiatement,45.75651,4.861099,2026-05-16T23:40:31.011895+00:00,2026-05-20T10:08:59.886186+00:00,missing_but_live,"Strong student fit | 2 student(s), 1 worker(s) | EPITECH Lyon ( à 92 m ) | CFA EN 69 Lyon ( à 117 m ) | Adonis Lyon Rhône ( à 341 m ) | ISEG Business & Finance School Lyon ( à 349 m )",https://www.immojeune.com/colocation/lyon-03-69/chambre-dans-le-rue-paul-bert_4004559.html
la_carte_des_colocs,la_carte_des_colocs::1141006,1141006,Appartement 6 pièces de 85 m²,365,69009,Lyon,Rue Ernest Fabrègue,Disponible le 01/07/2026,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 3,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/prxeom
la_carte_des_colocs,la_carte_des_colocs::1244959,1244959,Appartement 3 pièces de 50 m²,368,69003,Lyon,Rue du Dauphiné,Disponible le 15/06/2026,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 1,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/vck4u7
immojeune,immojeune::https://www.immojeune.com/colocation/lyon-08-69/chambre-dans-le-rue-marius-berliet_4006565.html,,Chambre dans le Rue Marius Berliet,370,69008,Lyon area,69008 Lyon 08,Disponible immédiatement,45.740524,4.863821,2026-05-16T23:40:31.011895+00:00,2026-05-23T08:44:17.369515+00:00,missing_but_live,"Strong student fit | 1 student(s), 1 worker(s) | UCPA formation ( à 348 m ) | Lycée Colbert - Lyon ( à 405 m ) | Lycée la Martiniere Monplaisir - Lyon ( à 522 m ) | Numidia prépa ( à 540 m )",https://www.immojeune.com/colocation/lyon-08-69/chambre-dans-le-rue-marius-berliet_4006565.html
immojeune,immojeune::https://www.immojeune.com/colocation/lyon-07-69/chambre-dans-le-grande-rue-de-la-guillotiere_4007170.html,,Chambre dans le grande rue de la Guillotière,370,69007,Lyon area,69007 Lyon 07,Disponible immédiatement,45.750683,4.850101,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,unchanged,"Strong student fit | 1 student(s), 2 worker(s) | Lycée Saint Joseph - Lyon ( à 250 m ) | RISE Lyon - Réseau des instituts supérieurs de l'entreprise ( à 294 m ) | ISEFAC Bachelor Lyon ( à 364 m ) | Ecole Medcomm ( à 465 m )",https://www.immojeune.com/colocation/lyon-07-69/chambre-dans-le-grande-rue-de-la-guillotiere_4007170.html
la_carte_des_colocs,la_carte_des_colocs::1246203,1246203,Appartement 4 pièces de 69 m²,370,69100,Villeurbanne,Rue d'Alsace,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/villeurbanne/a/fijls6
la_carte_des_colocs,la_carte_des_colocs::1222323,1222323,Appartement 6 pièces de 107 m²,370,69120,Vaulx-en-Velin,Avenue Salvador Allende,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 4,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/vaulx-en-velin/a/2cyyp7
la_carte_des_colocs,la_carte_des_colocs::1219976,1219976,Appartement 6 pièces de 133 m²,370,69200,Vénissieux,Avenue Jules Guesde,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,rental | Appartement | 0,https://www.lacartedescolocs.fr/locations/fr/auvergne-rhone-alpes/venissieux/a/5evxwu
immojeune,immojeune::https://www.immojeune.com/colocation/lyon-07-69/chambre-dans-le-rue-des-bons-enfants_4004584.html,,Chambre dans le rue des Bons Enfants,375,69007,Lyon area,69007 Lyon 07,Disponible à partir du 28/05/2026,45.743296,4.838157,2026-05-17T08:39:12.664795+00:00,2026-05-25T11:02:00.047473+00:00,unchanged,"Strong student fit | 2 student(s), 1 worker(s) | Ecole internationale des transports et de la logistique - Ly ( à 182 m ) | CTI Formation ( à 280 m ) | Ecole Lim'Art Lyon ( à 280 m ) | Sciences Po Lyon ( à 467 m )",https://www.immojeune.com/colocation/lyon-07-69/chambre-dans-le-rue-des-bons-enfants_4004584.html
la_carte_des_colocs,la_carte_des_colocs::1247272,1247272,Appartement 5 pièces de 73 m²,375,69007,Lyon,Rue Mathieu Varille,Disponible,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/vcaeur
la_carte_des_colocs,la_carte_des_colocs::1221448,1221448,Appartement 3 pièces de 30 m²,380,69100,Villeurbanne,Rue Flachet,Disponible le 11/06/2026,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/villeurbanne/a/i4pw7d
la_carte_des_colocs,la_carte_des_colocs::1251311,1251311,Appartement 3 pièces de 62 m²,380,69100,Villeurbanne,Cours André Philip,Disponible le 29/05/2026,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/villeurbanne/a/irmjif
la_carte_des_colocs,la_carte_des_colocs::1159166,1159166,Appartement 3 pièces de 70 m²,380,69007,Lyon,Rue Passet,Disponible,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 1,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/wlo3qj
la_carte_des_colocs,la_carte_des_colocs::1249009,1249009,Appartement 4 pièces de 50 m²,380,69100,Villeurbanne,Rue René Prolongée,Disponible le 23/05/2026,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/villeurbanne/a/p2h7a6
la_carte_des_colocs,la_carte_des_colocs::1248468,1248468,Appartement 4 pièces de 50 m²,380,69100,Villeurbanne,Rue René Prolongée,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/villeurbanne/a/gud8wl
la_carte_des_colocs,la_carte_des_colocs::1241592,1241592,Appartement 4 pièces de 80 m²,380,69190,Saint-Fons,Rue Victor Hugo,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 0,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/saint-fons/a/70kai0
la_carte_des_colocs,la_carte_des_colocs::1125460,1125460,Appartement 4 pièces de 86 m²,380,69100,Villeurbanne,Rue Docteur Dolard,Disponible,,,2026-05-16T23:40:31.011895+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/villeurbanne/a/k028i7
la_carte_des_colocs,la_carte_des_colocs::1165263,1165263,Studio de 20 m²,380,69003,Lyon,Rue Rabelais,Disponible le 01/07/2026,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,sublet | Studio | 0,https://www.lacartedescolocs.fr/sous-locations/fr/auvergne-rhone-alpes/lyon/a/3qlvet
la_carte_des_colocs,la_carte_des_colocs::1205006,1205006,Appartement 4 pièces de 79 m²,382,69002,Lyon,Rue Claudius Collonge,Disponible,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 3,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/qkxhli
la_carte_des_colocs,la_carte_des_colocs::1237858,1237858,Appartement 5 pièces de 77 m²,384,69009,Lyon,Montée de l'Observance,Disponible,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/a3jb7c
location_etudiant,location_etudiant::residence-LE-CELIBATEL-Lyon-8eme-arrondissement-125303,residence-LE-CELIBATEL-Lyon-8eme-arrondissement-125303,Résidence LE CELIBATEL,385,,,16 Rue Paul Cazeneuve 69008 Lyon 8ème Arrondissement,Disponible en mai 2026,,,2026-05-16T23:05:26.099422+00:00,2026-05-25T11:02:00.047473+00:00,unchanged,"RESIDENCE ETUDIANTE ISIS GESTION | T2, CHAMBRE, CHAMBRES",https://www.location-etudiant.fr/residence-LE-CELIBATEL-Lyon-8eme-arrondissement-125303.html
la_carte_des_colocs,la_carte_des_colocs::1246712,1246712,Appartement 4 pièces de 93 m²,387,69009,Lyon,Rue des Tuileries,Disponible le 01/07/2026,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 3,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/mf5g50
la_carte_des_colocs,la_carte_des_colocs::1206242,1206242,Appartement 2 pièces de 52 m²,390,69001,Lyon,Rue de l'Abbé Rozier,Disponible,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 0,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/rbj79h
la_carte_des_colocs,la_carte_des_colocs::674014,674014,Appartement 4 pièces de 64 m²,390,69007,Lyon,Grand-Rue de la Guillotière,Disponible,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/5jtt31
la_carte_des_colocs,la_carte_des_colocs::1054567,1054567,Appartement 4 pièces de 86 m²,390,69003,Lyon,Rue des Dahlias,Disponible,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/w2m5wk
la_carte_des_colocs,la_carte_des_colocs::1248466,1248466,Appartement 5 pièces de 60 m²,390,69100,Villeurbanne,Rue René Prolongée,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 3,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/villeurbanne/a/s4bw1r
la_carte_des_colocs,la_carte_des_colocs::1219978,1219978,Appartement 4 pièces de 88 m²,394,69120,Vaulx-en-Velin,Avenue Salvador Allende,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/vaulx-en-velin/a/otyavo
la_carte_des_colocs,la_carte_des_colocs::1206695,1206695,Appartement 4 pièces de 70 m²,396,69100,Villeurbanne,Avenue Roger Salengro,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/villeurbanne/a/dbvxjr
